target_id	length	eff_length	est_counts	tpm
YBL016W	1062	863	3358	72.0941
YER091C-A	222	34.6815	0	0
YAR002C-A	660	461	7572	304.326
YPL179W	1650	1451	4565	58.2912
YLR464W	651	452	0	0
YBR129C	987	788	1284	30.1904
YER034W	558	359	521	26.8889
YML060W	1131	932	1528	30.3765
YCL001W	567	368	3916	197.163
YOL015W	1761	1562	268	3.17895
YLR218C	453	254	525	38.2962
YPR047W	1410	1211	855	13.0813
YOR154W	1764	1565	3084	36.5115
YKL123W	381	182	114	11.6055
YPR170W-A	186	20.1432	0	0
YGL100W	1050	851	4386	95.4925
YAR064W	300	101.044	1	0.183367
YDR388W	1449	1250	7761	115.037
YDR510C-A	117	9.56096	0	0
YLR203C	1311	1112	2712	45.1871
YLR215C	1083	884	1782	37.3496
YER187W	426	227	66	5.38701
YHR066W	1362	1163	6983.78	111.26
YFL046W	624	425	1500	65.3932
YLR312C	1197	998	73	1.35526
YOR375C	1365	1166	31869	506.407
YHR122W	696	497	1908	71.1299
YHR088W	888	689	4470	120.204
YDL171C	6438	6239	10184	30.2436
YEL068C	333	134.001	514	71.07
YPR059C	387	188	13	1.2812
YPL219W	1479	1280	646	9.35088
YPL142C	318	119.005	4	0.622766
YML094W	492	293	2242	141.774
YML054C	1776	1577	551	6.47366
YBL061C	2091	1892	5572	54.5657
YOL104C	1059	860	512	11.0307
YBR224W	516	317	14	0.818274
YGL169W	1281	1082	3321	56.8685
YCL022C	516	317	0	0
YER154W	1209	1010	2819	51.7135
YGR109W-A	873	674	0	0
YNL273W	3717	3518	2339	12.3187
YOR236W	636	437	1555	65.9294
YGR084C	1020	821	2338	52.7632
YDR343C	1713	1514	504.653	6.17585
YFL068W	483	284	0	0
YNL023C	2898	2699	3987	27.3699
YKR005C	1578	1379	274	3.68143
YGR016W	573	374	192	9.51173
YNL275W	1731	1532	1696	20.5115
YJL206C	2277	2078	807	7.19545
YHR076W	1032	833	2383	53.004
YNL052W	462	263	2335	164.498
YKL192C	378	179	2936	303.902
YER143W	1287	1088	2027	34.5187
YIR035C	765	566	3388	110.906
YPL175W	1359	1160	1735	27.7122
YBR251W	924	725	1735	44.3396
YDL063C	1863	1664	6949	77.3747
YOR329W-A	210	28.6775	2	1.29217
YOR071C	1797	1598	2284.39	26.4865
YJL166W	285	86.2066	1431	307.56
YGR252W	1320	1121	2391	39.5188
YCL068C	783	584	0	0
YNL073W	1731	1532	2175	26.3045
YLR154W-A	186	20.1432	0	0
YPR128C	987	788	2417	56.8304
YGL075C	1164	965	634	12.1728
YDR339C	570	371	2709	135.29
YLR435W	618	419	2904	128.414
YPL095C	1371	1172	2368	37.4355
YKL162C-A	153	13.4437	0	0
YJL026W	1200	1001	12105	224.058
YCL004W	1566	1367	831	11.2632
YPL038W-A	192	21.9082	3	2.53714
YGL074C	327	128.001	1	0.144749
YGL170C	1242	1043	27	0.479633
YJR063W	378	179	1544	159.817
YOR074C	915	716	1853	47.9504
YOR278W	828	629	1112	32.7555
YIL056W	1923	1724	2107	22.6442
YGL224C	843	644	2021	58.1447
YPR073C	486	287	2790	180.116
YDR503C	825	626	787	23.2933
YOR019W	2193	1994	441	4.09773
YLR108C	1458	1259	1082	15.9232
YML080W	1272	1073	2611	45.0855
YBL108W	306	107.022	0	0
YLR214W	2061	1862	1849	18.3987
YMR180C	963	764	859	20.8319
YPL028W	1197	998	17179	318.931
YBR198C	2397	2198	5689	47.9555
YBR289W	2718	2519	2739	20.1462
YKR035W-A	615	416	2557	113.885
YDL070W	1917	1718	9373	101.085
YPL034W	498	299	484	29.9919
YFL002W-B	1317	1118	0	0
YPL209C	1104	905	395	8.08683
YPL174C	2607	2408	1497	11.5185
YCR084C	2142	1943	6809	64.9293
YNL097C-B	123	10.0577	0	0
YKL210W	3075	2876	21951	141.415
YDR508C	1992	1793	18819.9	194.476
YDR364C	1368	1169	2133	33.807
YLR257W	966	767	6561	158.491
YDR281C	315	116.007	16	2.55544
YOL062C	1476	1277	3938	57.1367
YOR371C	2694	2495	1784	13.2481
YJL041W	2472	2273	6666	54.337
YJL126W	924	725	681	17.4036
YOL100W	3246	3047	2432	14.7884
YER033C	3231	3032	775	4.7359
YGR200C	2367	2168	9832	84.0258
YER019C-A	267	68.9638	2270	609.866
YAR069C	294	95.0839	0.5	0.0974301
YDL185W	3216	3017	32188	197.674
YOL122C	1728	1529	3087	37.4075
YLR289W	1938	1739	894	9.52506
YGL038C	1443	1244	2716	40.4519
YDR261W-B	5313	5114	4116.26	14.9133
YAR031W	897	698	347.491	9.22398
YDR160W	2559	2360	2015	15.8195
YMR124W	2832	2633	2100	14.7774
YNR063W	1824	1625	605	6.89814
YKR062W	987	788	2611	61.3918
YJL052W	999	800	7030.83	162.835
YHR023W	5787	5588	6781	22.4837
YMR193C-A	387	188	1	0.0985535
YBL044W	369	170	13	1.41685
YLR451W	2661	2462	3177	23.9089
YMR326C	309	110.015	0	0
YIR033W	3342	3143	8441	49.7599
Q0115	1554	1355	0	0
YGL184C	1398	1199	647	9.99804
YLR145W	606	407	764	34.7799
YPL182C	384	185	0	0
YER136W	1356	1157	9343	149.618
YMR040W	483	284	75	4.89297
YOL095C	2121	1922	1201	11.5776
YLR197W	1515	1316	34572	486.742
YLR161W	345	146	16.7687	2.12803
YOR142W-B	5268	5069	21241.8	77.6423
YOR344C	876	677	6167	168.778
YPL250W-A	288	89.1545	2	0.41564
YML081C-A	180	18.5798	638	636.225
YAL048C	1989	1790	1467	15.1847
YNL339W-A	576	377	3.82147	0.18781
YMR046C	1323	1124	90.7098	1.49526
YPL035C	348	149	1	0.124349
YLR011W	576	377	421	20.6905
YKR033C	426	227	4	0.326486
YLR351C	876	677	5546	151.782
YDL198C	903	704	5625	148.04
YAL026C	4068	3869	6513.62	31.1927
YLR068W	456	257	1834	132.22
YMR279C	1623	1424	30	0.390338
YPL185W	396	197	18	1.69292
YPR033C	1641	1442	21898	281.364
YML130C	1692	1493	7654	94.9858
Q0075	1065	866	89	1.90415
YJL117W	936	737	4765	119.791
YJR087W	351	152	119	14.5055
YDR003W	633	434	812	34.6654
YMR162C	4971	4772	3628	14.0863
YDR019C	1203	1004	5236	96.6264
YDR421W	2853	2654	1531	10.6882
YOR110W	1308	1109	1814	30.3065
YDR312W	1362	1163	3098.22	49.3585
YNL084C	1050	851	4996	108.773
YOR043W	1461	1262	4516	66.3017
YDR050C	747	548	131005	4429.32
YOR072W	315	116.007	4	0.638859
YOR117W	1305	1106	10770	180.422
YDR064W	456	257	61421	4428.06
YKL043W	1101	902	1545	31.736
YLR195C	1368	1169	4987	79.0414
YML068W	1395	1196	1124	17.4127
YDR315C	846	647	548	15.693
YFR014C	1341	1142	1409	22.8599
YCL002C	792	593	1631	50.96
YFR004W	921	722	7236	185.691
YOR120W	939	740	1306	32.6995
YDL054C	1461	1262	2148	31.5359
YPL133C	1341	1142	1118	18.1387
YPR081C	1857	1658	1568	17.5223
YBR064W	429	230	0	0
YGR054W	1929	1730	7952	85.1648
YKL071W	771	572	71	2.29981
YHR143W	978	779	16733	397.985
YNR001W-A	219	33.0557	0	0
YOR044W	474	275	504	33.9569
YFL013W-A	804	605	2	0.0612498
YFL056C	639	440	395.483	16.6535
YKR034W	810	611	17	0.515511
YGL166W	678	479	808	31.254
YDR027C	2670	2471	2953	22.1422
YHR035W	1893	1694	348	3.80624
YLR140W	327	128.001	7	1.01324
YGR083C	1956	1757	10040	105.875
YGL001C	1050	851	4167	90.7244
YOL022C	1227	1028	4532	81.6821
YLL067W-A	483	284	0	0
YGL090W	1266	1067	980	17.0173
YCR013C	648	449	16	0.660243
YAL004W	648	449	6	0.247591
YJR049C	1593	1394	3273	43.5024
YNL229C	1065	866	4585	98.096
YJR071W	369	170	6	0.653932
YDL234C	2241	2042	1750	15.8786
YLR094C	1509	1310	1977	27.9618
YML118W	1518	1319	273	3.83485
YHL001W	417	218	13869.7	1178.8
YKL147C	618	419	1	0.0442197
YDR368W	939	740	4420	110.668
YGL188C-A	141	11.8758	0	0
YOR378W	1548	1349	146	2.00526
YPR014C	330	131.001	0	0
YJL011C	486	287	999	64.4931
YKL177W	339	140	14	1.8528
YOR221C	1083	884	1596	33.4511
YKL069W	543	344	1532	82.5145
YAR007C	1866	1667	4995	55.5175
YGR001C	747	548	4726	159.788
YLR208W	894	695	8422	224.523
YBR022W	534	335	800	44.2461
YOR320C	1476	1277	3845	55.7873
YGR288W	1422	1223	520	7.87783
YDL239C	2373	2174	665	5.66751
YML078W	549	350	4536	240.124
YOR385W	873	674	1010	27.7646
YPR099C	357	158	19	2.22806
YDR128W	3447	3248	3884	22.1561
YDR326C	4317	4118	5910	26.5908
YLR330W	2016	1817	11235	114.564
YML085C	1344	1145	10100	163.435
YER080W	1884	1685	6167	67.8116
YHR179W	1203	1004	22690	418.727
YMR117C	642	443	475	19.8664
YNL272C	2280	2081	3957	35.2309
YOR381W-A	168	15.9631	2	2.32136
YPR175W	2070	1871	2052	20.3205
YJR038C	363	164	0	0
YBL074C	1068	869	522	11.1296
YOR116C	4383	4184	8690	38.482
YKL093W	1020	821	114	2.57271
YDR136C	573	374	15	0.743104
YML088W	2007	1808	3471	35.5702
YIL106W	945	746	1480	36.7581
YPR197C	564	365	10	0.507618
YDR059C	447	248	541	40.4181
YER008C	4011	3812	5655	27.4859
YLR227C	1482	1283	469	6.77292
YOL124C	1302	1103	6372	107.036
YNR041C	1119	920	1189	23.9455
YJL052C-A	120	9.80347	0	0
YOR247W	633	434	13250	565.66
YIL110W	1134	935	3073	60.8949
YKL110C	942	743	3194	79.6482
Q0182	405	206	0	0
YHL015W-A	84	7.49517	0	0
YOL164W	1941	1742	1005	10.6893
YML102W	1407	1208	1809	27.7461
YLR272C	3531	3332	3161	17.5772
YGR213C	954	755	10	0.245405
YEL070W	1509	1310	36.0938	0.510494
YGR071C	2583	2384	2440	18.9633
YER176W	3366	3167	5321	31.1297
YPL220W	654	455	36900.3	1502.62
YPL159C	762	563	1518	49.9567
YPR068C	1413	1214	753	11.4923
YDL115C	1062	863	1789	38.4087
YER167W	2556	2357	3817	30.0049
YGL256W	1149	950	3220	62.8004
YMR147W	672	473	616	24.1296
YDL189W	1374	1175	3048	48.0626
YPL231W	5664	5465	62508	211.922
YPR045C	1413	1214	2617	39.9406
YHR201C	1194	995	5626	104.763
YBL079W	4509	4310	8737	37.5591
YLL045C	771	572	94295.2	3054.38
YJR058C	444	245	1002	75.776
YNL048W	1647	1448	3503	44.8231
YDL045C	921	722	1362	34.9518
YKL099C	753	554	3217	107.59
YOL133W	366	167	1088	120.71
YDR460W	966	767	1373	33.1669
YDR087C	837	638	3905	113.405
YPR006C	1728	1529	1003	12.1541
YJR143C	2289	2090	11314	100.3
YMR001C-A	231	40.0835	52	24.0363
YHR124W	1884	1685	124	1.36349
YPL210C	1923	1724	9189	98.7554
YHL025W	999	800	2734	63.3196
YGR130C	2451	2252	4254	34.9993
YBL060W	2064	1865	1633	16.2232
YOR161C	1620	1421	2491	32.4795
YER103W	1929	1730	2426	25.9821
YCR067C	3198	2999	4333	26.7696
YER093C	4293	4094	2579	11.6717
YGR056W	2787	2588	2695	19.2941
YOL135C	669	470	541	21.327
YGR131W	525	326	162	9.2072
YGL007C-A	87	7.64624	0	0
YLR260W	2064	1865	1947	19.3427
YOR128C	1716	1517	5126	62.607
YJR065C	1350	1151	8469	136.329
YGL020C	708	509	3382	123.108
YLR222C-A	231	40.0835	37	17.1028
YOR086C	3561	3362	10622	58.5381
YJL209W	1965	1766	2098	22.0113
YDR235W	1635	1436	1983	25.5858
YMR173W-A	1185	986	4146.87	77.9244
YLR413W	2028	1829	15899	161.059
YOR353C	2376	2177	2825	24.0431
YNL237W	1380	1181	116	1.81986
YBR087W	1065	866	2663	56.9749
YKL213C	2148	1949	5480	52.0953
YLR429W	1956	1757	9495	100.127
YJR157W	363	164	1	0.112976
YKR098C	2154	1955	1072	10.1596
YKL160W	438	239	4000	310.093
YGL242C	546	347	2028	108.285
YDR539W	1512	1313	3012	42.5031
YBR298C-A	222	34.6815	1	0.534234
YHR001W	1314	1115	3229	53.6566
YMR118C	591	392	6	0.283593
YPR120C	1308	1109	1414	23.6237
YPR143W	753	554	4227	141.368
YBR009C	312	113.011	12628.6	2070.45
YKL218C	981	782	2283	54.0915
YJR112W	606	407	1022	46.525
YOR028C	888	689	413	11.1061
YDL123W	423	224	504	41.6881
YBL065W	345	146	1	0.126904
YBR048W	471	272	28266.3	1925.44
YGL236C	2010	1811	1586	16.2261
YBR294W	2580	2381	355	2.76248
YLR407W	687	488	2096	79.5795
YIL068W-A	384	185	1	0.100152
YLR154C	333	134.001	740	102.319
YGR269W	327	128.001	13	1.88174
YBR174C	315	116.007	3	0.479144
YDR277C	1302	1103	275	4.61942
YDL053C	558	359	1725	89.0276
YLR271W	825	626	434	12.8453
YNL169C	1503	1304	5900	83.831
YNL249C	1629	1430	764	9.89891
YKL063C	504	305	1535	93.2478
YDR367W	666	467	2087	82.801
YKL066W	444	245	31	2.34437
YIL152W	708	509	706	25.699
YDR446W	909	710	13	0.339246
YLR157C-B	5268	5069	92.75	0.339017
YJL069C	1785	1586	6850	80.0235
YGL054C	417	218	3318	282
YJL184W	372	173	869	93.0687
YLR405W	1104	905	1716	35.1317
YDR530C	978	779	945	22.4763
YMR171C	1653	1454	2723	34.6987
YPR115W	3252	3053	4607	27.959
YKR058W	1851	1652	543	6.09003
YKR037C	888	689	861	23.1534
YLR295C	375	176	1817	191.281
YJL094C	2622	2423	2551	19.5068
YKL141W	597	398	3479	161.958
YEL026W	381	182	7294	742.548
YNL072W	924	725	497	12.7013
YAL023C	2280	2081	18786	167.26
YAL025C	921	722	9618	246.818
YDL107W	1056	857	662	14.3122
YNL214W	600	401	348	16.0792
YGL076C	735	536	81531.6	2818.32
YER157W	2406	2207	2830	23.7582
YNL223W	1485	1286	683	9.84033
YLR410W-A	1317	1118	0.00985195	0.000163271
YIL100W	354	155	13	1.55397
YLR466C-A	483	284	0.000403705	2.63375e-05
YAL058W	1509	1310	2025	28.6407
YMR322C	714	515	12.9063	0.464326
YJR153W	1086	887	27	0.563988
YML067C	1059	860	4303	92.7049
YPL173W	894	695	1766	47.0799
YKL152C	744	545	175800	5976.57
YOL112W	1479	1280	1998	28.9211
YDR464C-A	189	20.9989	0	0
YGL119W	1506	1307	2266	32.1229
YNL236W	2925	2726	3201	21.7565
YGR132C	864	665	5311	147.974
YEL003W	336	137	1368	185.01
YKR019C	1848	1649	887	9.96628
YBR047W	528	329	496	27.9329
YHR193C-A	375	176	8	0.842185
YHR007C	1593	1394	28867	383.68
YFR009W	2259	2060	13618	122.483
YFR038W	2562	2363	3454	27.0825
YKL009W	711	512	9761	353.227
YMR044W	1428	1229	3249	48.981
YLR157W-D	213	30.0561	0	0
YJR121W	1536	1337	20803	288.287
YAR015W	921	722	5516	141.552
YLL030C	342	143	1	0.129567
YHR072W-A	177	17.866	1454	1507.88
YDR337W	861	662	1952	54.6326
YGL041C	204	26.1481	0	0
YGR140W	2871	2672	2961	20.532
YMR134W	714	515	947	34.07
YNL132W	3171	2972	10412	64.9106
YPL216W	3309	3110	1054	6.27929
YOR062C	807	608	272	8.28887
YNL149C	390	191	2474	239.992
YDR158W	1098	899	43734	901.342
YBR296C	1725	1526	25	0.30354
YLR159W	345	146	16.7687	2.12803
YGR033C	720	521	2935	104.376
YOR339C	471	272	168	11.4438
YML059C	5040	4841	3507	13.4224
YML022W	564	365	7049	357.82
YLR086W	4257	4058	4306	19.6604
YLR199C	831	632	1762	51.6558
YPL234C	495	296	5083	318.169
YFL001W	1329	1130	2760	45.2544
YMR021C	1254	1055	1402	24.6221
YJR014W	597	398	5445	253.481
YBL034C	4542	4343	2034	8.67743
YCR037C	2772	2573	4706	33.8877
YKR039W	1809	1610	886	10.1962
YDR525W	330	131.001	1	0.141435
YIR007W	2295	2096	776	6.85963
YDL050C	372	173	2	0.214197
YOR032W-A	201	24.9909	3	2.22418
YNL171C	369	170	0	0
YDR003W-A	123	10.0577	0	0
YKL079W	1971	1772	2559	26.7569
YGR038C-B	5268	5069	464.598	1.69818
YLL015W	4680	4481	5055	20.9014
YBR176W	939	740	1043	26.1146
YKL150W	909	710	5312	138.621
YPR076W	375	176	5	0.526365
YDL160C-A	243	48.5146	118	45.065
YDR227W	4077	3878	3630	17.3432
YDL086C-A	435	236	50	3.92544
YDR187C	519	320	1	0.0579002
YDR336W	945	746	847	21.0366
YDR086C	243	48.5146	3752	1432.91
YDL142C	852	653	835	23.6921
YNL159C	870	671	975	26.9223
YBR255W	2085	1886	2107	20.6992
YKL172W	1284	1085	16692.8	285.056
YER150W	447	248	789	58.9461
YMR057C	372	173	2	0.214197
YDR327W	327	128.001	1	0.144749
YFL047W	2145	1946	4209	40.0743
YKR003W	1347	1148	2532	40.865
YKL067W	462	263	3783	266.508
YPL071C	471	272	674	45.9114
YML098W	504	305	1320	80.187
YDR002W	606	407	15077	686.358
YPL081W	594	395	8983.04	421.363
YIR037W	492	293	3547	224.297
YDR105C	1422	1223	2503	37.9197
YLR050C	486	287	981	63.3311
YMR023C	1581	1382	723	9.69305
YPR193C	471	272	23	1.56671
YGL056C	1584	1385	3295	44.0794
YBR071W	636	437	1589	67.3709
YDR011W	4506	4307	12182	52.4051
YML043C	1524	1325	3309	46.2712
YKL185W	1767	1568	5687	67.1997
YML001W	627	428	3722	161.125
YOR314W-A	111	9.10829	0	0
YDL061C	171	16.5603	108	120.833
YBR078W	1290	1091	57160	970.728
YDL083C	432	233	37957.7	3018.38
YLR338W	858	659	14	0.393616
YHL050C	2094	1895	427.476	4.17958
YLR220W	969	770	3238	77.9141
YOR073W	1773	1574	1800	21.1884
YPL023C	1974	1775	3695	38.5697
YDR026C	1713	1514	2987	36.5544
YDR261C	1689	1490	4934	61.354
YMR149W	861	662	6994	195.748
YCL061C	3291	3092	3119	18.6899
YFL022C	1512	1313	16271	229.604
YAL007C	648	449	5113	210.989
YIL033C	1251	1052	4583	80.7168
YIL001W	1542	1343	1036	14.2927
YOR167C	204	26.1481	9150.93	6484.17
YDL027C	1263	1064	1285	22.3765
YGL192W	1803	1604	0	0
YOR100C	984	785	58	1.36895
YDR288W	912	713	1382	35.9127
YIR005W	447	248	356	26.5967
YIR036C	792	593	1747	54.5844
YNL204C	903	704	266.822	7.02228
YBL107C	591	392	1484	70.1419
YBL048W	312	113.011	8	1.3116
YKR103W	3657	3458	622	3.33269
YDL205C	984	785	4051	95.6142
YHR204W	2391	2192	2718	22.9741
YJL032W	315	116.007	0	0
YGL144C	2058	1859	1731	17.2523
YBR117C	2046	1847	85.8967	0.861667
YBR088C	777	578	6042	193.679
YFL042C	2025	1826	1382	14.0229
YFR006W	1608	1409	3619	47.5891
YNL300W	309	110.015	1029	173.297
YDR022C	591	392	482	22.782
YPL108W	507	308	602	36.2139
YKL205W	3303	3104	5722	34.1551
YOL016C	1344	1145	2494	40.3572
YHR042W	2076	1877	9175	90.5674
YPL158C	2277	2078	5565	49.6192
YPR002W	1551	1352	389	5.33093
YFR009W-A	258	60.8345	0	0
YLR366W	306	107.022	0	0
YKL105C	3399	3200	2574	14.9035
YPL052W	879	680	1126	30.6803
YDR261C-D	4815	4616	10581.9	42.4743
YBR241C	1467	1268	927	13.5454
YMR047C	3342	3143	8181	48.2272
YOR235W	315	116.007	12	1.91658
YGR102C	552	353	1354	71.068
YER131W	360	161	30493.4	3509.22
YBR056W-A	201	24.9909	20	14.8279
YNL293W	1902	1703	1387	15.0901
YPL027W	738	539	4	0.1375
YDR209C	414	215	3	0.258531
YPR155C	1851	1652	1412	15.8363
YNR046W	408	209	2112	187.231
YPL177C	921	722	1402	35.9783
YLR314C	1563	1364	10683	145.114
YOR248W	303	104.031	2172.01	386.838
YKL013C	516	317	3699	216.2
YJL136W-A	84	7.49517	0	0
YMR315W-A	108	8.89686	0	0
Q0017	162	14.8683	0	0
YNR066C	1311	1112	405	6.74808
YLL044W	447	248	17	1.27007
YER153C	765	566	395	12.9304
YNL003C	855	656	1263	35.6722
YAR035C-A	81	7.3499	0	0
YBL030C	957	758	11280	275.721
YLR276C	1785	1586	11694	136.612
YNR055C	1761	1562	4367	51.8003
YDL155W	1284	1085	2530	43.2037
YDR455C	309	110.015	1	0.168413
YPL065W	729	530	889	31.0782
YOR295W	687	488	662	25.1344
YBR111C	696	497	6985	260.399
YGR105W	234	42.0611	837	368.702
YJR027W	5268	5069	15811.8	57.7949
YJL061W	2142	1943	4249	40.5176
YGR066C	879	680	17	0.463202
YHR182C-A	474	275	3	0.202124
YGR101W	1041	842	1251	27.528
YJL212C	2400	2201	2849	23.9829
YOR067C	1734	1535	4595	55.4635
YFR039C	1533	1334	2873	39.9034
YER183C	636	437	1437	60.9264
YNL012W	1896	1697	177	1.93251
YER172C-A	381	182	0	0
YBR151W	951	752	5663	139.527
YLR105C	1134	935	1710	33.8855
YDL100C	1065	866	16406	351.006
YOL163W	510	311	44	2.62133
YJL006C	972	773	1049	25.1435
YDR301W	4074	3875	3881	18.5568
YGR250C	2346	2147	5524	47.6707
YMR041C	1008	809	867	19.8564
YDR511W	402	203	586	53.4849
YLR460C	1131	932	221.412	4.40165
YPR011C	981	782	1091	25.8493
YIL078W	2205	2006	48894	451.601
YDL032W	312	113.011	0	0
YNR053C	1461	1262	13028	191.271
YIL039W	1422	1223	6569	99.5183
YDR071C	576	377	6096	299.594
YDL043C	801	602	1243	38.2564
YFR047C	888	689	3833	103.074
YCR011C	3150	2951	6450	40.4968
YCR077C	2391	2192	5330	45.0523
YKL090W	1332	1133	805	13.1642
YJL203W	843	644	942	27.1016
YOL117W	1938	1739	671	7.14913
YHR139C	981	782	22	0.52125
YGL081W	963	764	113	2.74041
YDR178W	546	347	1160	61.9382
YOR328W	4695	4496	1651	6.80379
YLL061W	1752	1553	755	9.00753
YBL045C	1374	1175	7824	123.373
YLR149C	2193	1994	314	2.91766
YLR207W	2502	2303	2952	23.7494
YMR208W	1332	1133	4852	79.3452
YOR034C	2250	2051	1790	16.1703
YLR041W	321	122.003	23	3.4929
YLR437C	402	203	620	56.5882
YNR019W	1929	1730	2739	29.3343
YPL235W	1416	1217	7625	116.086
YBR119W	897	698	1127	29.9157
YCL020W	1317	1118	0	0
YFL010C	636	437	4179	177.183
YER068W	1764	1565	2902	34.3568
YAL009W	780	581	1116	35.5892
YDR469W	528	329	1532	86.2766
YOL082W	1248	1049	1917	33.8592
YJR067C	426	227	703	57.3799
YDR424C	279	80.3587	934	215.35
YPL226W	3591	3392	25955	141.774
YFR002W	2520	2321	7307	58.3303
YHR146W	1398	1199	9910	153.139
YAR023C	540	341	128	6.95481
YFR017C	588	389	163	7.76369
YOR065W	930	731	2412	61.135
YHL030W-A	462	263	6	0.422693
YPL122C	1542	1343	2473	34.1176
YPL222C-A	246	50.8321	0	0
YIL045W	1617	1418	539	7.04275
YGL072C	360	161	81	9.32157
YER186C	921	722	1619	41.547
YOR011W	4185	3986	2073	9.63589
YGL121C	381	182	89	9.06043
YFR034W-A	288	89.1545	71	14.7552
YOR038C	2628	2429	2010	15.332
YIL021C-A	270	71.7636	0	0
YIL103W	1278	1079	3002	51.5489
YCR047C	828	629	2838	83.5972
YJR017C	513	314	1951	115.122
YKR048C	1254	1055	7228	126.939
YMR099C	894	695	8272	220.524
YOL085W-A	213	30.0561	6	3.6987
YPR113W	663	464	7519	300.242
YDL022C-A	249	53.2273	0	0
YGR120C	789	590	1044	32.7852
YDR423C	1230	1031	1298	23.3263
YLR190W	1476	1277	3462	50.2303
YPL011C	1062	863	2044	43.8834
YKL212W	1872	1673	12249	135.655
YGL156W	3252	3053	731	4.4363
YDR063W	450	251	1981	146.231
YPL082C	5604	5405	7065	24.2185
YHL030W	5607	5408	4258	14.5881
YLR419W	4308	4109	4657	20.9991
YMR036C	1665	1466	1315	16.6196
YOR213C	747	548	1182	39.9638
YDR352W	954	755	1811	44.4428
YPR137C-A	1323	1124	1735.51	28.6083
YCR038W-A	126	10.3244	0	0
YCR025C	411	212	22	1.92272
YBL006C	543	344	1739	93.6637
YEL021W	804	605	0	0
YOR090C	1719	1520	3007	36.6539
YIL014W	1893	1694	3300	36.0936
YCR028C-A	408	209	4466	395.915
YDR422C	2448	2249	2648	21.8152
YNL183C	2373	2174	2284	19.4655
YLR144C	2340	2141	2043	17.68
YNR071C	1029	830	44	0.98221
YGR146C-A	162	14.8683	0	0
YEL071W	1491	1292	18157	260.382
YLR324W	1572	1373	2048	27.6369
YLR389C	3084	2885	7068	45.3921
YNL263C	945	746	3433	85.2639
YPR030W	3366	3167	438	2.56245
YOL103W-B	5268	5069	11863.2	43.3621
YIL073C	2928	2729	540	3.66623
YPR154W	648	449	1227	50.6324
YDR303C	2658	2459	3766	28.376
YKL148C	1923	1724	1604	17.2384
YGL186C	1740	1541	5096	61.2713
YBL029W	1131	932	721	14.3334
YER162C	2265	2066	1306	11.7123
YER046W	432	233	177	14.075
YER188C-A	300	101.044	9	1.6503
YDR130C	876	677	769	21.0459
YBR005W	642	443	631	26.391
YKL058W	369	170	1361	148.333
YAL019W-A	570	371	3	0.149823
YDR154C	351	152	20884.6	2545.73
YDR535C	501	302	14	0.858917
YJR005W	2103	1904	3745	36.4431
YPR023C	1206	1007	4095	75.345
YMR071C	504	305	2641	160.435
YOR367W	603	404	1213	55.63
YBL018C	402	203	739	67.4494
YIL155C	1950	1751	1220	12.9093
YJR099W	711	512	1229	44.4746
YGL016W	3246	3047	3433	20.8752
YOR321W	2262	2063	2406	21.6086
YHR203C	786	587	57258.5	1807.31
YCL018W	1095	896	1211	25.0418
YIL090W	1476	1277	3550	51.5071
YER147C	1875	1676	1421	15.7091
YJR109C	3357	3158	22976	134.801
YKL068W	2880	2681	6790	46.9249
YNL176C	1911	1712	3542	38.3332
YIL096C	1011	812	2354	53.7131
YGR045C	363	164	20	2.25952
YAL064C-A	381	182	2	0.203605
YDR362C	2019	1820	2058	20.951
YDR454C	564	365	12114	614.929
YJL187C	2460	2261	2552	20.9127
YGR202C	1275	1076	3001	51.6754
YDR056C	618	419	3684	162.905
YFL061W	678	479	9.5	0.367467
YDR408C	645	446	3254	135.18
YDL019C	3852	3653	4843	24.5638
YDR297W	1050	851	5892	128.281
YKL112W	2196	1997	4765	44.2094
YKR095W-A	267	68.9638	573	153.944
YCR001W	315	116.007	0	0
YBR103W	1608	1409	2124	27.9302
YNL144W-A	84	7.49517	0	0
YER041W	2280	2081	1324	11.7882
YOL026C	342	143	1011	130.992
YDR440W	1749	1550	2146	25.6524
YJL225W-A	483	284	1.78171	0.116238
YOL121C	435	236	21101.6	1656.66
YLR420W	1095	896	12091	250.025
YNL151C	756	557	4066	135.252
Q0144	330	131.001	0	0
YCL016C	1143	944	934	18.3318
YLR462W	609	410	27.2813	1.23285
YHR100C	558	359	752	38.8109
YOR055W	435	236	1	0.0785087
YPR046W	546	347	465	24.8287
YBR097W	4365	4166	1368	6.08411
YOR102W	351	152	1	0.121895
YNR028W	927	728	2317	58.9691
YLR298C	696	497	1138	42.4244
YGR109W-B	4644	4445	983.078	4.09776
YJR117W	1362	1163	8551	136.228
YLL052C	450	251	55	4.05993
YOL098C	3114	2915	8545	54.313
YOR271C	984	785	10298	243.06
YOR149C	1551	1352	1885	25.8324
YLL006W	1281	1082	1219	20.874
YDR289C	1230	1031	2030.52	36.4904
YDR166C	2916	2717	3464	23.6221
YIL028W	399	200	57	5.2805
YDL028C	2295	2096	2253	19.9159
YDR319C	825	626	956	28.2953
YGL211W	1080	881	2934	61.7041
YMR304C-A	351	152	313	38.1532
YKL133C	1392	1193	574	8.91459
YDL194W	2655	2456	949	7.15926
YNL137C	1461	1262	3549	52.1047
YKR014C	705	506	4669	170.963
